4.91666666667;13.0675526438;
7.85416666667;22.5168483134;
8.50694444444;20.7636156958;
10.7916666667;25.4090829076;
11.2268518519;23.7652054561;
11.4444444444;0;
11.7708333333;18.2265395872;
13.7291666667;28.244003829;
14.1643518519;18.5980349231;
14.3819444444;27.8804826495;
14.7083333333;28.5997989423;
16.6666666667;22.9176736646;
17.1018518519;28.594057198;
17.3194444444;21.6699834483;
17.6458333333;23.8417337134;
18.625;25.0007679234;
20.0393518519;23.744419317;
20.2569444444;31.2997389819;
20.5833333333;0;
21.5625;31.9261995258;
22.5416666667;0;
22.9768518519;33.1471635214;
23.5208333333;33.2451000368;
24.5;0;
25.4791666667;0;
27.4375;37.7162989519;
28.4166666667;0;
29.3958333333;31.6084105411;
30.375;0;
31.3541666667;30.8311131014;
32.3333333333;0;
34.2916666667;48.2054444295;
34.6180555556;66.68725734;
35.2708333333;45.9136604028;
36.25;46.2936202473;
37.5555555556;0;
38.2083333333;47.8422414018;
39.1875;0;
40.3842592593;0;
40.4567901235;72.4755123366;
40.4930555556;0;
41.1458333333;49.3233265649;
42.125;44.7796430289;
43.1041666667;75.5750550357;
43.3217592593;0;
43.3942901235;0;
43.4305555556;103.284114247;
45.0625;41.5114122804;
46.0416666667;0;
46.2592592593;0;
46.3317901235;0;
46.3680555556;104.657935637;
48.0;56.8679266441;
48.9791666667;45.0872358874;
49.1967592593;0;
49.2692901235;0;
51.9166666667;0;
52.1342592593;0;
52.2067901235;0;
54.8541666667;0;
