10;22.902;25.307;17.097;23.876;32.790;48.452;42.526;19.944;32.121;33.328;
20;37.325;79.965;33.049;69.899;73.376;34.704;55.939;73.785;37.812;27.252;
30;90.864;66.517;38.897;40.761;65.917;102.069;36.861;89.586;56.458;68.175;
40;114.577;80.586;48.112;76.915;92.961;46.374;79.210;94.339;43.891;74.937;
50;81.542;83.494;88.471;103.636;140.376;93.563;54.785;97.848;113.576;92.850;
60;60.672;67.612;86.149;98.746;103.220;84.234;143.237;90.551;72.285;71.962;
70;111.788;112.440;112.004;112.468;102.144;103.873;94.929;110.029;91.631;110.892;
80;99.927;125.493;124.759;125.975;125.446;124.033;114.669;112.298;127.513;124.257;
