0.0321759259259;0.108974335221;
1.01829861111;3.67382263495;
2.38217592593;3.32506441377;
3.36829861111;5.74246439848;
4.73217592593;7.02510649312;
5.30833333333;12.6299954134;
5.68828125;12.8744467653;
5.71829861111;3.88436934295;
6.01662326389;13.4970714422;
6.03016975309;12.1804508397;
6.22222222222;13.698972287;
6.630625;11.208547558;
7.02463541667;9.6537896207;
7.08217592593;6.73978790054;
7.57296875;15.2871796724;
7.65833333333;15.7985865659;
7.74537037037;16.7515186697;
8.03264756944;6.09614061432;
8.06829861111;7.23645282246;
8.38016975309;0;
8.5153125;6.21976862994;
8.57222222222;10.5311442494;
9.04065972222;7.03366359332;
9.43217592593;8.19970123558;
9.45765625;7.05216204398;
10.0083333333;7.12272000693;
10.048671875;9.07606797072;
10.0953703704;9.2288876109;
10.4;6.03267936077;
10.4182986111;10.5810857981;
10.7301697531;7.21913648502;
10.9222222222;9.32715427472;
11.0566840278;11.0730386101;
11.7821759259;10.2244289377;
11.9666666667;23.6572589182;
12.3583333333;10.1044406065;
12.4453703704;10.1205085881;
12.7682986111;9.09317658071;
13.0801697531;7.72721103732;
13.2722222222;14.1191091843;
14.3166666667;0;
14.7083333333;13.7221769246;
14.7953703704;0;
15.4301697531;10.6912512733;
15.6222222222;12.4352136782;
16.6666666667;15.1552266548;
17.0583333333;10.8401247778;
17.1453703704;0;
17.7801697531;9.20938050528;
17.9722222222;0;
18.625;15.7682519124;
19.0166666667;0;
19.4953703704;0;
20.975;8.8062872661;
21.3666666667;0;
23.325;0;
23.7166666667;17.3777436832;
25.675;0;
28.025;0;
30.375;0;
