18.625;28.6391798933;
20.975;29.0940258557;
23.325;26.048824715;
24.775617284;98.9187845594;
25.2833333333;0;
25.4187242798;97.2955684451;
25.675;26.4905444188;
25.762037037;51.1776888276;
27.125617284;93.2770505809;
27.6333333333;0;
27.7687242798;68.485065888;
28.025;33.9623068841;
28.112037037;0;
28.6777777778;56.4456242418;
29.475617284;61.431913903;
29.9833333333;39.5972350823;
30.1187242798;101.114591955;
30.375;35.2065432304;
30.462037037;92.5115425193;
31.0277777778;64.5417364816;
31.825617284;68.2414273309;
31.9416666667;40.2027361338;
32.3333333333;34.3985940666;
32.4687242798;72.1683563481;
32.812037037;103.046371089;
33.3777777778;0;
34.175617284;102.866068841;
34.2916666667;0;
34.6833333333;48.3013745741;
34.8187242798;104.422951743;
35.162037037;67.0893776054;
35.7277777778;0;
36.525617284;72.8205184195;
36.6416666667;0;
37.0333333333;35.4824405075;
37.1687242798;60.6981491165;
37.512037037;104.670177136;
38.0777777778;0;
38.6;0;
38.9916666667;36.376013058;
40.4277777778;0;
40.95;0;
41.3416666667;39.8801964442;
43.3;0;
43.6916666667;51.8655938608;
45.65;0;
48.0;0;
50.35;0;
