0.728009259259;3.03000882227;
2.19675925926;3.67176811048;
3.66550925926;11.3900599058;
5.13425925926;8.99149505675;
6.60300925926;14.1662765458;
7.09259259259;24.2308148994;
8.07175925926;14.0051919095;
8.56134259259;20.0831993923;
9.54050925926;14.786928452;
10.0300925926;11.4163466765;
10.2839506173;24.5216416657;
11.0092592593;0;
11.4988425926;15.1216247485;
11.7527006173;0;
12.2604166667;0;
12.4780092593;19.1767724317;
12.5868055556;38.9948347146;
12.9675925926;21.5710096639;
13.2214506173;14.2316465746;
13.7291666667;18.5474516584;
14.0555555556;16.457763652;
14.4363425926;18.9221042258;
14.6902006173;21.0715628241;
15.1979166667;18.6870682958;
15.5243055556;0;
15.9050925926;22.2765741806;
16.1589506173;0;
16.6666666667;15.7325765365;
16.9930555556;22.0980358764;
17.3738425926;19.6878411731;
17.6277006173;0;
18.1354166667;16.9810728333;
18.3530092593;0;
18.4618055556;0;
18.625;35.5923820443;
18.8425925926;0;
19.0964506173;18.9949297594;
19.6041666667;23.1218024128;
19.8217592593;21.7294678704;
19.9305555556;0;
20.09375;0;
20.5652006173;23.7965108708;
21.0729166667;0;
21.2905092593;24.1377803991;
21.3993055556;0;
21.5625;0;
22.0339506173;31.7902804603;
22.5416666667;20.5970876004;
22.5416666667;45.5562410518;
22.7592592593;19.4820808934;
22.8680555556;0;
23.03125;21.6206590184;
24.0104166667;22.0194180885;
24.0104166667;34.1461204791;
24.2280092593;0;
24.3368055556;27.8959329271;
24.5;0;
25.4791666667;0;
25.6967592593;0;
25.96875;28.2371912427;
26.9479166667;0;
27.1655092593;0;
27.4375;30.7339970352;
28.4166666667;0;
28.6342592593;46.0942837411;
28.90625;23.5489520367;
29.8854166667;0;
30.1030092593;0;
30.375;0;
31.3541666667;0;
32.8229166667;45.7711837683;
34.2916666667;0;
